"Pakistan","","","Jand (Punjab)"
"Pakistan","","","Pindi Gheb (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Chakwal (Punjab)","Chakwal (Punjab)"
"Pakistan","","","Choa Saidan Shah (Punjab)"
"Pakistan","","","Kallar Kahar (Punjab)"
"Pakistan","","",""
"Pakistan","","Talagang (Punjab)","Talagang (Punjab)"
"Pakistan","","","Lawa (Punjab)"
"Pakistan","","",""
"Pakistan","","Jhelum (Punjab)","Jhelum (Punjab)"
"Pakistan","","","Dina (Punjab)"
"Pakistan","","","Pind Dadan Khan (Punjab)"
"Pakistan","","","Sohawa (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Rawalpindi (Punjab)","Rawalpindi (Punjab)"
"Pakistan","","","Taxila (Punjab)"
"Pakistan","","","Gujar Khan (Punjab)"
"Pakistan","","","Kahuta (Punjab)"
"Pakistan","","","Kallar Syedan (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Murree (Punjab)","Murree (Punjab)"
"Pakistan","","","Kotli Sattian (Punjab)"
"Pakistan","","",""
"Pakistan","","Okara (Punjab)","Okara (Punjab)"
"Pakistan","","","Depalpur (Punjab)"
"Pakistan","","","Renala Khurd (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Pakpattan (Punjab)","Pakpattan (Punjab)"
"Pakistan","","","Arifwala (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Sahiwal (Punjab)","Sahiwal (Punjab)"
"Pakistan","","","Chichawatni (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Bhakkar (Punjab)","Bhakkar (Punjab)"
"Pakistan","","","Darya Khan (Punjab)"
"Pakistan","","","Kalur Kot (Punjab)"
"Pakistan","","","Mankera (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Khushab (Punjab)","Khushab/Joharabad (Punjab)"
"Pakistan","","","Nurpur Thal (Punjab)"
"Pakistan","","","Quaidabad (Punjab)"
"Pakistan","","","Nowshehra/Waadi-e-Soon (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Mianwali (Punjab)","Mianwali (Punjab)"
"Pakistan","","","Isa Khel (Punjab)"
"Pakistan","","","Piplan (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Sargodha (Punjab)","Sargodha (Punjab)"
"Pakistan","","","Bhalwal (Punjab)"
"Pakistan","","","Bhera (Punjab)"
"Pakistan","","","Kot Momin (Punjab)"
"Pakistan","","","Sahiwal (Punjab)"
"Pakistan","","","Shahpur (Punjab)"
"Pakistan","","","Sillanwali (Punjab)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","Sindh","Badin (Sindh)","Badin (Sindh)"
"Pakistan","","","Golarchi (Sindh)"
"Pakistan","","","Matli (Sindh)"
"Pakistan","","","Shaheed Fazal Rahu (Sindh)"
"Pakistan","","","Talhar (Sindh)"
"Pakistan","","","Tando Bago (Sindh)"
"Pakistan","","",""
"Pakistan","","Sujawal (Sindh)","Sujawal (Sindh)"
"Pakistan","","","Jati (Sindh)"
"Pakistan","","","Kharo Chan (Sindh)"
"Pakistan","","","Mirpur Bathoro (Sindh)"
"Pakistan","","","Shah Bunder (Sindh)"
"Pakistan","","",""
"Pakistan","","Thatta (Sindh)","Thatta (Sindh)"
"Pakistan","","","Ghorabari (Sindh)"
"Pakistan","","","Keti Bunder (Sindh)"
"Pakistan","","","Mirpur Sakro (Sindh)"
"Pakistan","","",""
"Pakistan","","Dadu (Sindh)","Dadu (Sindh)"
"Pakistan","","","Johi (Sindh)"
"Pakistan","","","Khairpur Nathan Shah (Sindh)"
"Pakistan","","","Mehar (Sindh)"
"Pakistan","","",""
"Pakistan","","Hyderabad (Sindh)","Hyderabad (Sindh)"
"Pakistan","","","Latifabad (Sindh)"
"Pakistan","","","Qasimabad (Sindh)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Jamshoro (Sindh)","Jamshoro (Sindh)"
"Pakistan","","","Kotri (Sindh)"
"Pakistan","","","Manjhand (Sindh)"
"Pakistan","","","Sehwan Sharif (Sindh)"
"Pakistan","","","Thano Bula Khan (Sindh)"
"Pakistan","","Matiari (Sindh)","Matiari (Sindh)"
"Pakistan","","","Hala (Sindh)"
"Pakistan","","","Saeedabad (Sindh)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Tando Allahyar (Sindh)","Tando Allahyar (Sindh)"
"Pakistan","","","Chamber (Sindh)"
"Pakistan","","","Jhando Mari (Sindh)"
"Pakistan","","Tando Muhammad Khan (Sindh)","Tando Mohammad Khan (Sindh)"
"Pakistan","","","Bulri Shah Karim (Sindh)"
"Pakistan","","","Tando Ghulam Hyder (Sindh)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Karachi (Sindh)","Karachi (Sindh)"
"Pakistan","","","Karachi South (Sindh)"
"Pakistan","","","Karachi West (Sindh)"
"Pakistan","","","Karachi East (Sindh)"
"Pakistan","","","Karachi Central (Sindh)"
"Pakistan","","","Karachi North (Sindh)"
"Pakistan","","","Malir (Sindh)"
"Pakistan","","",""
"Pakistan","","Jacobabad (Sindh)","Jacobabad (Sindh)"
"Pakistan","","","Garhi Khairo (Sindh)"
"Pakistan","","","Thul (Sindh)"
"Pakistan","","",""
"Pakistan","","Kashmore (Sindh)","Kashmore (Sindh)"
"Pakistan","","","Kandhkot (Sindh)"
"Pakistan","","","Tangwani (Sindh)"
"Pakistan","","",""
"Pakistan","","Larkana (Sindh)","Larkana (Sindh)"
"Pakistan","","","Bakrani (Sindh)"
"Pakistan","","","Dokri (Sindh)"
"Pakistan","","","Rato Dero (Sindh)"
"Pakistan","","",""
"Pakistan","","Kambar-Shahdadkot (Sindh)","Shahdadkot (Sindh)"
"Pakistan","","","Miro Khan (Sindh)"
"Pakistan","","","Nasirabad (Sindh)"
"Pakistan","","","Kambar (Sindh)"
"Pakistan","","","Kubo Saeed Khan (Sindh)"
"Pakistan","","","Sujawal Junejo (Sindh)"
"Pakistan","","","Warah (Sindh)"
"Pakistan","","",""
"Pakistan","","Shikarpur (Sindh)","Shikarpur (Sindh)"
"Pakistan","","","Garhi Yasin (Sindh)"
"Pakistan","","","Khanpur (Sindh)"
"Pakistan","","","Lakhi (Sindh)"
"Pakistan","","",""
"Pakistan","","Mirpur Khas (Sindh)","Mirpur Khas (Sindh)"
"Pakistan","","","Digri (Sindh)"
"Pakistan","","","Hussain Bux Marri (Sindh)"
"Pakistan","","","Jhuddo (Sindh)"
"Pakistan","","","Kot Ghulam Mohammad (Sindh)"
"Pakistan","","","Shujabad (Sindh)"
"Pakistan","","","Sindhri (Sindh)"
"Pakistan","","",""
"Pakistan","","Sanghar (Sindh)","Sanghar (Sindh)"
"Pakistan","","","Jam Nawaz Ali (Sindh)"
"Pakistan","","","Khipro (Sindh)"
"Pakistan","","","Shahdadpur (Sindh)"
"Pakistan","","","Sinjhoro (Sindh)"
"Pakistan","","","Tando Adam (Sindh)"
"Pakistan","","",""
"Pakistan","","Tharparkar (Sindh)","Chachro (Sindh)"
"Pakistan","","","Dhali (Sindh)"
"Pakistan","","","Diplo (Sindh)"
"Pakistan","","","Kaloi (Sindh)"
"Pakistan","","","Islamkot (Sindh)"
"Pakistan","","","Mithi (Sindh)"
"Pakistan","","","Nagarparkar (Sindh)"
"Pakistan","","",""
"Pakistan","","Umerkot (Sindh)","Umerkot (Sindh)"
"Pakistan","","","Kunri (Sindh)"
"Pakistan","","","Pithoro (Sindh)"
"Pakistan","","","Samaro (Sindh)"
"Pakistan","","","Uthman Kot (Sindh)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Ghotki (Sindh)","Ghotki (Sindh)"
"Pakistan","","","Daharki (Sindh)"
"Pakistan","","","Khangarh (Khanpur) (Sindh)"
"Pakistan","","","Mirpur Mathelo (Sindh)"
"Pakistan","","","Ubauro (Sindh)"
"Pakistan","","",""
"Pakistan","","Khairpur (Sindh)","Khairpur (Sindh)"
"Pakistan","","","Faiz Ganj (Sindh)"
"Pakistan","","","Gambat (Sindh)"
"Pakistan","","","Kingri (Sindh)"
"Pakistan","","","Kot Diji (Sindh)"
"Pakistan","","","Nara (Sindh)"
"Pakistan","","","Sobhodero (Sindh)"
"Pakistan","","","Thari Mirwah (Sindh)"
"Pakistan","","",""
"Pakistan","","Sukkur (Sindh)","Sukkur (Sindh)"
"Pakistan","","","Pano Aqil (Sindh)"
"Pakistan","","","Rohri (Sindh)"
"Pakistan","","","Salehpat (Sindh)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Naushahro Feroze (Sindh)","Naushahro Feroze (Sindh)"
"Pakistan","","","Bhiria (Sindh)"
"Pakistan","","","Kandioro (Sindh)"
"Pakistan","","","Mehrabpur (Sindh)"
"Pakistan","","","Moro (Sindh)"
"Pakistan","","",""
"Pakistan","","Shaheed Benazir Abad (Sindh)","Nawabshah (Sindh)"
"Pakistan","","","Daulatpur (Qazi Ahmed) (Sindh)"
"Pakistan","","","Daur (Sindh)"
"Pakistan","","","Sakrand (Sindh)"
"Pakistan","","",""
"Pakistan","Kpk","Bannu (kpk)","Bannu (kpk)"
"Pakistan","","","Domel (kpk)"
"Pakistan","","",""
"Pakistan","","Lakki Marwat (kpk)","Lakki Marwat (kpk)"
"Pakistan","","","Naurang (kpk)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Dera Ismail Khan (kpk)","Dera Ismail Khan (kpk)"
"Pakistan","","","Daraban (kpk)"
"Pakistan","","","Kulachi (kpk)"
"Pakistan","","","Paharpur (kpk)"
"Pakistan","","","Paroa (kpk)"
"Pakistan","","",""
"Pakistan","","Tank (kpk)","Tank (kpk)"
"Pakistan","","",""
"Pakistan","","Abbottabad (kpk)","Abbottabad (kpk)"
"Pakistan","","","Havelian (kpk)"
"Pakistan","","",""
"Pakistan","","Batagram (kpk)","Batagram (Banna) (kpk)"
"Pakistan","","","Allai (kpk)"
"Pakistan","","",""
"Pakistan","","Haripur (kpk)","Haripur (kpk)"
"Pakistan","","","Ghazi (kpk)"
"Pakistan","","",""
"Pakistan","","Lower Kohistan (kpk)","Palas (kpk)"
"Pakistan","","","Pattan (kpk)"
"Pakistan","","",""
"Pakistan","","Mansehra (kpk)","Mansehra (kpk)"
"Pakistan","","","Balakot (kpk)"
"Pakistan","","","Oghi (kpk)"
"Pakistan","","",""
"Pakistan","","Torghar (kpk)","Tor Ghar (kpk)"
"Pakistan","","",""
"Pakistan","","Upper Kohistan (kpk)","Dassu (kpk)"
"Pakistan","","","Kandia (kpk)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Hangu (kpk)","Hangu (kpk)"
"Pakistan","","","Tall (kpk)"
"Pakistan","","",""
"Pakistan","","Karak (kpk)","Karak (kpk)"
"Pakistan","","","Banda Daud Shah (kpk)"
"Pakistan","","","Takht-E-Nasrati (kpk)"
"Pakistan","","",""
"Pakistan","","Kohat (kpk)","Kohat (kpk)"
"Pakistan","","","Lachi (kpk)"
"Pakistan","","",""
"Pakistan","","Buner (kpk)","Daggar (Buner) (kpk)"
"Pakistan","","","Gagra (kpk)"
"Pakistan","","","Totalai (kpk)"
"Pakistan","","","Chamla (kpk)"
"Pakistan","","","Chagharzai (kpk)"
"Pakistan","","","Gadezai (kpk)"
"Pakistan","","",""
"Pakistan","","Chitral (kpk)","Chitral (kpk)"
"Pakistan","","","Mastuj (kpk)"
"Pakistan","","",""
"Pakistan","","Lower Dir (kpk)","Adenzai (kpk)"
"Pakistan","","","Lal Qila (kpk)"
"Pakistan","","","Samarbagh (Barwa) (kpk)"
"Pakistan","","","Temergara (kpk)"
"Pakistan","","",""
"Pakistan","","Malakand (kpk)","Sam Ranizai (kpk)"
"Pakistan","","","Swat Ranizai (kpk)"
"Pakistan","","",""
"Pakistan","","Shangla (kpk)","Alpuri (kpk)"
"Pakistan","","","Puran (kpk)"
"Pakistan","","",""
"Pakistan","","Swat (kpk)","Babuzai (Swat) (kpk)"
"Pakistan","","","Barikot (kpk)"
"Pakistan","","","Behrain (kpk)"
"Pakistan","","","Charbagh (kpk)"
"Pakistan","","","Kabal (kpk)"
"Pakistan","","","Khwaza Khela (kpk)"
"Pakistan","","","Mingora (kpk)"
"Pakistan","","","Matta Shamzai (kpk)"
"Pakistan","","",""
"Pakistan","","Upper Dir (kpk)","Dir (kpk)"
"Pakistan","","","Sharingal (kpk)"
"Pakistan","","","Wari (kpk)"
"Pakistan","","",""
"Pakistan","","Mardan (kpk)","Mardan (kpk)"
"Pakistan","","","Katlang (kpk)"
"Pakistan","","","Takht Bhai (kpk)"
"Pakistan","","","Rustam (kpk)"
"Pakistan","","",""
"Pakistan","","Swabi (kpk)","Swabi (kpk)"
"Pakistan","","","Lahor (kpk)"
"Pakistan","","","Razar (kpk)"
"Pakistan","","","Topi (kpk)"
"Pakistan","","",""
"Pakistan","","Charsadda (kpk)","Charsadda (kpk)"
"Pakistan","","","Shabqadar (kpk)"
"Pakistan","","","Tangi (kpk)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Nowshera (kpk)","Nowshera (kpk)"
"Pakistan","","","Jahangira (kpk)"
"Pakistan","","","Pabbi (kpk)"
"Pakistan","","",""
"Pakistan","","Peshawar (kpk)","Peshawar (kpk)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Awaran (kpk)","Awaran (kpk)"
"Pakistan","","","Gishkore (kpk)"
"Pakistan","","","Jhal Jhao (kpk)"
"Pakistan","","","Korak Jahoo (kpk)"
"Pakistan","","","Mashkai (kpk)"
"Pakistan","","",""
"Pakistan","Balochistan","Kalat (Balochistan)","Kalat (Balochistan)"
"Pakistan","","","Mangochar (Balochistan)"
"Pakistan","","","Surab (Balochistan)"
"Pakistan","","","Gazg (Balochistan)"
"Pakistan","","","Johan (Balochistan)"
"Pakistan","","",""
"Pakistan","","Kharan (Balochistan)","Kharan (Balochistan)"
"Pakistan","","","Sar-Kharan (Balochistan)"
"Pakistan","","","Tohumulk (Balochistan)"
"Pakistan","","",""
"Pakistan","","Khuzdar (Balochistan)","Khuzdar (Balochistan)"
"Pakistan","","","Nall (Balochistan)"
"Pakistan","","","Wadh (Balochistan)"
"Pakistan","","","Zehri (Balochistan)"
"Pakistan","","","Baghbana (Balochistan)"
"Pakistan","","","Aranji (Balochistan)"
"Pakistan","","","Greshek (Balochistan)"
"Pakistan","","","Karakh (Balochistan)"
"Pakistan","","","Moola (Balochistan)"
"Pakistan","","","Ornach (Balochistan)"
"Pakistan","","","Saroona (Balochistan)"
"Pakistan","","",""
"Pakistan","","Lasbela (Balochistan)","Bela (Balochistan)"
"Pakistan","","","Dureji (Balochistan)"
"Pakistan","","","Gaddani (Balochistan)"
"Pakistan","","","Hub (Balochistan)"
"Pakistan","","","Kanraj (Balochistan)"
"Pakistan","","","Lakhra (Balochistan)"
"Pakistan","","","Sonmiani (Winder) (Balochistan)"
"Pakistan","","","Uthal (Balochistan)"
"Pakistan","","","Liari (Balochistan)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Mastung (Balochistan)","Mastung (Balochistan)"
"Pakistan","","","Dasht (Balochistan)"
"Pakistan","","","Khad Koocha (Balochistan)"
"Pakistan","","","Kirdgap (Balochistan)"
"Pakistan","","",""
"Pakistan","","Washuk (Balochistan)","Washuk (Balochistan)"
"Pakistan","","","Besima (Balochistan)"
"Pakistan","","","Mashkhel (Balochistan)"
"Pakistan","","","Nag (Balochistan)"
"Pakistan","","","Shahgori (Balochistan)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Gwadar (Balochistan)","Gwadar (Balochistan)"
"Pakistan","","","Jiwani (Balochistan)"
"Pakistan","","","Ormara (Balochistan)"
"Pakistan","","","Pasni (Balochistan)"
"Pakistan","","","Suntsar (Balochistan)"
"Pakistan","","",""
"Pakistan","","Kech (Balochistan)","Mand (Balochistan)"
"Pakistan","","","Tump (Balochistan)"
"Pakistan","","","Turbat (Balochistan)"
"Pakistan","","","Balnigor (Balochistan)"
"Pakistan","","","Buleda (Balochistan)"
"Pakistan","","","Dasht (Balochistan)"
"Pakistan","","","Hoshab (Balochistan)"
"Pakistan","","","Zamuran (Balochistan)"
"Pakistan","","",""
"Pakistan","","Panjgur (Balochistan)","Panjgur (Balochistan)"
"Pakistan","","","Gowargo (Balochistan)"
"Pakistan","","","Paroom (Balochistan)"
"Pakistan","","","Gichk (Balochistan)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Jafarabad (Balochistan)","Gandakha (Balochistan)"
"Pakistan","","","Jhat Pat (Balochistan)"
"Pakistan","","","Usta Mohammad (Balochistan)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Jhal Magsi (Balochistan)","Jhal Magsi (Balochistan)"
"Pakistan","","","Gandawa (Balochistan)"
"Pakistan","","","Mirpur (Balochistan)"
"Pakistan","","",""
"Pakistan","","Kachi (Balochistan)","Dhadar (Balochistan)"
"Pakistan","","","Balanari (Balochistan)"
"Pakistan","","","Khattan (Balochistan)"
"Pakistan","","","Mach (Balochistan)"
"Pakistan","","","Sanni (Balochistan)"
"Pakistan","","",""
"Pakistan","","Lehri (Balochistan)","Lehri (Balochistan)"
"Pakistan","","","Bhag (Balochistan)"
"Pakistan","","",""
"Pakistan","","Nasirabad (Balochistan)","Baba Kot (Balochistan)"
"Pakistan","","","Dera Murad Jamali (Balochistan)"
"Pakistan","","","Tamboo (Balochistan)"
"Pakistan","","","Chattar (Balochistan)"
"Pakistan","","",""
"Pakistan","","Sohbatpur (Balochistan)","Sohbatpur (Balochistan)"
"Pakistan","","","Faridabad (Balochistan)"
"Pakistan","","","Hayrvi (Balochistan)"
"Pakistan","","","Manjipur (Balochistan)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Chagai (Balochistan)","Chagai (Balochistan)"
"Pakistan","","","Dalbandin (Balochistan)"
"Pakistan","","","Nokundi (Balochistan)"
"Pakistan","","","Taftan (Balochistan)"
"Pakistan","","",""
"Pakistan","","",""
"Pakistan","","Killa Abdullah (Balochistan)","Killa Abdullah (Balochistan)"
"Pakistan","","","Chaman (Balochistan)"
"Pakistan","","","Gulistan (Balochistan)"
"Pakistan","","","Dobani (Balochistan)"
"Pakistan","","",""
"Pakistan","","Nushki (Balochistan)","Nushki (Balochistan)"
"Pakistan","","","Dak (Balochistan)"
"Pakistan","","",""
"Pakistan","","Pishin (Balochistan)","Pishin (Balochistan)"
"Pakistan","","","Hurramzai (Balochistan)"
"Pakistan","","","Karezat (Balochistan)"
"Pakistan","","","Saranan (Balochistan)"
"Pakistan","","","Barshore (Balochistan)"
"Pakistan","","",""
"Pakistan","","Quetta (Balochistan)","Quetta (Balochistan)"
"Pakistan","","","Chiltan (Balochistan)"
"Pakistan","","","Zarghoon (Balochistan)"
"Pakistan","","","Panjpai (Balochistan)"
"Pakistan","","",""
"Pakistan","","Dera Bugti (Balochistan)","Dera Bugti (Balochistan)"
"Pakistan","","","Phelawagh (Balochistan)"
"Pakistan","","","Sui (Balochistan)"
"Pakistan","","","Baiker (Balochistan)"
"Pakistan","","","Loti (Balochistan)"
"Pakistan","","","Malam (Balochistan)"
"Pakistan","","","Pir Koh (Balochistan)"
"Pakistan","","","Sangsillah (Balochistan)"
"Pakistan","","",""
"Pakistan","","Harnai (Balochistan)","Harnai (Balochistan)"
"Pakistan","","","Sharigh (Balochistan)"
"Pakistan","","","Khoast (Balochistan)"
"Pakistan","","",""
"Pakistan","","Kohlu (Balochistan)","Kohlu (Balochistan)"
"Pakistan","","","Kahan (Balochistan)"
"Pakistan","","","Maiwand (Balochistan)"
"Pakistan","","","Tamboo (Balochistan)"
"Pakistan","","","Grisini (Balochistan)"
"Pakistan","","",""
"Pakistan","","Sibi (Balochistan)","Sibi (Balochistan)"
"Pakistan","","","Kutmandai (Balochistan)"
"Pakistan","","","Sangan (Balochistan)"
"Pakistan","","",""
"Pakistan","","Ziarat (Balochistan)","Ziarat (Balochistan)"
